看小区园林 格局方正实用 通风采光好 刚需上车,美心翠拥华庭一期,番禺客运站,3室2厅 ,86.86, 北 , 简装 ,6, 2004年 , 塔楼,2,24,1760000.0,"20,263元/平",VR房源 房本满五年 随时看房 
精装修 拎包入住 南北对流采光通透 居住舒适 诚意出手,雅居乐富春山居,科学城,5室2厅 ,198.31, 东南 , 精装 ,25, 2016年 , 塔楼,3,23,8800000.0,"44,375元/平",近地铁 VR看装修 房本满两年 随时看房 
碧桂园天玺高层海景三房诚意放盘,碧桂园天玺湾,进港大道,3室1厅 ,93.07, 南 , 精装 ,30, 2014年 , 板塔结合,0,22,1880000.0,"20,200元/平",VR房源 房本满五年 随时看房 
天马丽苑东南向精致三房满五唯一，包家私电,天马丽苑二期,铁路西,3室2厅 ,96.23, 东南 , 精装 ,33, 2007年 , 塔楼,0,24,1320000.0,"13,718元/平",VR看装修 房本满五年 随时看房 
美力盈彩 东南向望花园 近公园 拎包入住,美力盈彩花苑,旧区,3室2厅 ,132.17, 东南 , 精装 ,20, 2011年 , 塔楼,0,24,2018000.0,"15,269元/平",VR看装修 房本满五年 随时看房 
棠德花园望中低层南向三房 望大花园位置安静 景观好,棠德花苑,棠下,3室1厅 ,72.98, 东南 , 精装 ,11, 1997年 , 塔楼,1,22,2480000.0,"33,982元/平",VR房源 房本满五年 随时看房 
黄埔区 珠江嘉园，南北对流大三房有钥匙 随时可看,珠江嘉园,黄埔永和,3室2厅 ,101.83, 南 , 精装 ,32, 2017年 , 塔楼,5,25,1700000.0,"16,695元/平",VR看装修 房本满五年 随时看房 
满五唯一高层看天河公园户型方正采光好,历德雅舍,华景新城,4室2厅 ,133.74, 东南 , 简装 ,18, 2005年 , 塔楼,2, 1个月以前发布,9990000.0,"74,698元/平",VR房源 房本满五年 
天湖居三房两卫诚意转让，方便看房,祈福新村天湖居,祈福新村,3室2厅 ,131.73, 东 , 精装 ,19, 2003年 , 塔楼,1,24,3280000.0,"24,900元/平",VR房源 房本满五年 
自住装修保养新 距离小区门口近 采光无遮挡,海伦堡花园,沙村,2室1厅 ,82.6, 北 , 简装 ,17, 2006年 , 塔楼,3, 1个月以前发布,1030000.0,"12,470元/平",VR房源 房本满五年 
南航碧花园D区 2室2厅 北,南航碧花园D区,狮岭镇,2室2厅 ,106.39, 北 , 精装 ,11, 2008年 , 塔楼,0,19,700000.0,"6,580元/平",VR看装修 房本满五年 
好房精选~！精致小三房~正南朝向~保养新,锦绣新天地,新塘南,3室2厅 ,88.42, 南 , 精装 ,11, 2010年 , 塔楼,0,28,1250000.0,"14,138元/平",VR看装修 房本满五年 
南向精装三房，格局好，楼层佳，户型方正，视野开阔。,保利中航城花园一期,朱村,3室1厅 ,92.43, 东南 , 精装 ,23, 2018年 , 塔楼,0,23,1350000.0,"14,606元/平",VR看装修 房本满两年 
急卖，楼龄新，满五唯一免个税，交通便利,新塘新世界花园万象苑,沙村,2室1厅 ,87.12, 北 , 精装 ,18, 2014年 , 塔楼,5, 1个月以前发布,1400000.0,"16,070元/平",近地铁 VR看装修 房本满五年 
复式产品　南向安静　前后无遮挡　采光通风好,万科尚城御府,南岗,3室1厅 ,77.88, 东南 , 精装 ,34, 2016年 , 板楼,0,25,2080000.0,"26,708元/平",VR房源 房本满两年 
带100平大平台自己用，南向方正户型采光充足视野较好,黄埔新村一期,黄埔区府,3室2厅 ,99.63, 东南 , 精装 ,9, 1997年 , 塔楼,1,22,2600000.0,"26,097元/平",近地铁 VR房源 房本满五年 随时看房 
区府标准刚需三房 保养好 采光好 业主诚心出,保利罗兰国际,科学城,3室2厅 ,90.42, 东北 , 精装 ,33, 2016年 , 塔楼,9,21,3100000.0,"34,285元/平",近地铁 VR房源 房本满两年 
新塘南.中高层望花园.对流三房,合汇学府名郡,白江,3室2厅 ,123.0, 南 , 精装 ,32, 2017年 , 塔楼,1,25,1798000.0,"14,618元/平",VR看装修 房本满两年 
天启南北对流，大三房，朝南，望公园，满二,时代天启,荔城增江,3室2厅 ,118.47, 南 , 精装 ,32, 2018年 , 塔楼,0,28,1348000.0,"11,379元/平",VR看装修 房本满两年 
祈福新村祈福名都 3室2厅 南,祈福新村祈福名都,祈福新村,3室2厅 ,90.12, 南 , 精装 ,33, 2014年 , 塔楼,0,21,3200000.0,"35,509元/平",VR看装修 房本满五年 
东荟大三房，采光通风好，南向看园林景观,万科东荟城,香雪,3室2厅 ,100.25, 西南 , 精装 ,33, 2016年 , 塔楼,12,21,3100000.0,"30,923元/平",VR看装修 房本满两年 
锦砖电梯 配套成熟 双地铁 出行方便 安静看花园,花都银燕大厦,旧区,3室2厅 ,135.44, 北 , 精装 ,20, 2002年 , 塔楼,0,29,1570000.0,"11,592元/平",近地铁 VR房源 房本满五年 随时看房 
万科东荟城 4室2厅 南,万科东荟城,香雪,4室2厅 ,123.32, 南 , 精装 ,32, 2016年 , 板塔结合,1,31,4470000.0,"36,248元/平",VR看装修 房本满五年 
万科幸福誉二期 安静望花园 近地铁,万科幸福誉,知识城,3室1厅 ,94.0, 南 , 精装 ,33, 2014年 , 板塔结合,1,31,2150000.0,"22,873元/平",近地铁 VR房源 房本满两年 
祈福新村 青怡居 南向 南向 中间楼层 两房 阳光好,祈福新村青怡居,祈福新村,2室1厅 ,58.5, 南 , 其他 ,5, 2001年 , 板楼,1,24,1350000.0,"23,077元/平",VR房源 房本满五年 
东荟A区安静大两房、低楼层、保养新、经典刚需户型,万科东荟城,香雪,2室2厅 ,76.09, 北 , 精装 ,28, 2016年 , 塔楼,6,24,2200000.0,"28,914元/平",VR看装修 房本满五年 
凤锦苑电梯三房，视野好.业主诚心，给钱即卖,碧桂园凤凰城凤锦苑,凤凰城,3室1厅 ,122.0, 西北 , 精装 ,26, 2002年 , 塔楼,1,30,1800000.0,"14,755元/平",VR房源 房本满两年 
全屋新装修，视野无遮挡，近赏金山湖景，远眺广州塔,祈福缤纷汇,祈福新村,3室2厅 ,95.5, 北 , 精装 ,31, 2017年 , 板塔结合,4,21,2950000.0,"30,891元/平",近地铁 VR看装修 房本满两年 
东倩园南向三房，近地铁，业主说想尽快卖掉,东怡新区东倩园,东怡新区,3室2厅 ,96.8, 南 , 精装 ,7, 2000年 , 塔楼,1,31,2100000.0,"21,695元/平",近地铁 VR房源 房本满五年 
祈福新村 青怡居 南向 南向 中间楼层 两房 阳光好,祈福新村青怡居,祈福新村,2室1厅 ,58.5, 南 , 其他 ,5, 2001年 , 板楼,1,24,1350000.0,"23,077元/平",VR房源 房本满五年 
时代南湾 东南向四房 装修好 保养好,时代南湾,南沙港,4室2厅 ,123.17, 东南 , 精装 ,26, 2012年 , 板塔结合,2, 1个月以前发布,2200000.0,"17,862元/平",VR看装修 房本满两年 随时看房 
荷塘月色 三期南向四房 户型方正实用 业主诚意出,白云高尔夫花园荷塘月色,黄石,3室2厅 ,115.11, 南 , 精装 ,11, 2007年 , 塔楼,2, 1个月以前发布,5250000.0,"45,609元/平",VR房源 房本满两年 随时看房 
时代南湾大平层.一线湖景.看房方便,时代南湾,南沙港,4室2厅 ,170.01, 西 , 精装 ,17, 2012年 , 板塔结合,1, 1个月以前发布,3400000.0,"19,999元/平",VR看装修 房本满五年 随时看房 
公园旁 平层电梯2房2阳 单边全明 生活便利 宜住宜租,南翠苑,昌岗,2室1厅 ,73.24, 东北 , 简装 ,9, 1999年 , 塔楼,2, 1个月以前发布,2800000.0,"38,231元/平",VR看装修 房本满五年 随时看房 
实用大三房，南向，功能区分明确，户型方正，采光好,广州敏捷绿湖首府三期,石滩镇,3室2厅 ,108.82, 南 , 其他 ,32, 2018年 , 塔楼,3, 1个月以前发布,950000.0,"8,731元/平",VR看装修 房本满两年 随时看房 
富力金港城东区高楼层视线好两房诚心出,富力金港城东区,花东镇,2室1厅 ,82.7, 东北 , 精装 ,18, 2013年 , 塔楼,1, 1个月以前发布,850000.0,"10,279元/平",VR看装修 房本满五年 随时看房 
海珠半岛二期3房2卫，江景好，无抵押无按揭,海珠半岛花园,滨江东,3室2厅 ,131.22, 北 东北 , 精装 ,46, 2000年 , 塔楼,9, 1个月以前发布,9800000.0,"74,684元/平",VR房源 房本满五年 随时看房 
棠安路 大院管理电梯三房 户型方正 全明户型 三面单边,清华居,新市,3室1厅 ,72.82, 东南 南 , 简装 ,9, 2000年 , 塔楼,6, 1个月以前发布,1500000.0,"20,599元/平",VR看装修 房本满五年 随时看房 
齐富路南向三房，配套成熟，生活方便,齐富阁,黄石,3室1厅 ,78.89, 南 北 , 简装 ,9, 1995年 , 塔楼,0, 1个月以前发布,1990000.0,"25,225元/平",近地铁 VR看装修 房本满五年 随时看房 
中高楼层，视野开阔，采光充足！出行方便！,万科东荟城,香雪,3室2厅 ,87.51, 东南 , 其他 ,23, 2015年 , 塔楼,5, 1个月以前发布,2800000.0,"31,997元/平",VR看装修 房本满五年 随时看房 
大型社区 中层两房 近花湾地站,合兴苑,芳村,2室1厅 ,70.58, 南 北 , 简装 ,8, 1997年 , 板楼,0, 1个月以前发布,1800000.0,"25,503元/平",近地铁 VR房源 房本满五年 随时看房 
看小区花园 保养好 看房有钥匙 业主诚心卖,叠翠峰,南沙区府,3室2厅 ,90.09, 东北 , 精装 ,32, 2017年 , 塔楼,1, 1个月以前发布,1990000.0,"22,090元/平",VR看装修 房本满两年 随时看房 
珠江花城大两房 楼层好户型好 视野采光优秀,珠江花城,黄村,2室1厅 ,73.38, 北 , 精装 ,26, 2019年 , 塔楼,1, 1个月以前发布,3990000.0,"54,375元/平",VR房源 房本满两年 随时看房 
满五唯一、精装修、采光通风好、主卧180度全景落地窗,汇侨新城南区,新市,2室1厅 ,86.77, 东北 , 精装 ,18, 2003年 , 塔楼,1, 1个月以前发布,2800000.0,"32,270元/平",VR房源 房本满五年 随时看房 
春庭花园 电梯高层 两房改三房 满五唯一 免个税,春庭花园,元下田,3室2厅 ,69.58, 东北 , 其他 ,9, 1999年 , 塔楼,0, 1个月以前发布,1600000.0,"22,996元/平",VR看装修 房本满五年 随时看房 
珠城中区品质三房，楼层高保养好。,尚东君御雅苑,珠江新城中,3室2厅 ,91.9, 北 , 其他 ,46, 2013年 , 塔楼,2, 1个月以前发布,12600000.0,"137,106元/平",近地铁 VR看装修 房本满五年 随时看房 
雍翠园高层二房 精装修 南北对流 厅出阳台 厅大房大,祥景花园雍翠园,黄石,2室2厅 ,80.15, 南 北 , 精装 ,15, 2003年 , 塔楼,0, 1个月以前发布,1850000.0,"23,082元/平",VR看装修 房本满五年 随时看房 
广粤天地旁 南北对流新装修领包入住 距离珠江200米,誉城苑,珠江新城东,3室2厅 ,99.87, 南 北 , 精装 ,18, 2001年 , 塔楼,8, 1个月以前发布,5480000.0,"54,872元/平",近地铁 VR房源 房本满五年 随时看房 
满五唯一，保养佳。视野开阔，采光充足，配套齐全。,岭南湾畔,西村,3室1厅 ,95.69, 南 , 精装 ,32, 2010年 , 塔楼,1, 1个月以前发布,4890000.0,"51,103元/平",近地铁 VR看装修 房本满五年 随时看房 
德荣小区，楼层好，视野宽阔，采光充足，配套设施齐全,德荣小区,龙口西,3室2厅 ,119.23, 北 , 精装 ,18, 1995年 , 塔楼,4, 1个月以前发布,5900000.0,"49,485元/平",近地铁 VR房源 房本满五年 随时看房 
金湖雅苑 电梯3房 诚意卖 看房方便,金湖雅苑,沙太北,3室2厅 ,98.51, 北 , 简装 ,19, 1999年 , 塔楼,1, 1个月以前发布,1800000.0,"18,273元/平",VR看装修 房本满两年 随时看房 
高尔夫少有南向两房，视野开阔，无遮挡,白云高尔夫花园东区,黄石,2室1厅 ,82.91, 南 , 简装 ,12, 2002年 , 塔楼,2, 1个月以前发布,2750000.0,"33,169元/平",VR房源 房本满五年 随时看房 
缤纷汇 温馨南向两房  香港业主  保养好 过五唯一,祈福缤纷汇,祈福新村,2室2厅 ,75.49, 南 , 精装 ,33, 2017年 , 板塔结合,2, 1个月以前发布,2560000.0,"33,912元/平",近地铁 VR看装修 房本满五年 随时看房 
急  急 急 金山谷8期地铁A出口500米 南向高层两房,金山谷八期,金山谷,2室1厅 ,75.68, 南 , 简装 ,21, 2013年 , 塔楼,2, 1个月以前发布,2100000.0,"27,749元/平",近地铁 VR看装修 房本满五年 随时看房 
21号线  黄埔知识南位  三房精装  急卖  急卖,侨建御溪谷南区,中新镇,3室2厅 ,89.39, 西 北 , 精装 ,10, 2017年 , 板塔结合,4, 1个月以前发布,1230000.0,"13,760元/平",近地铁 VR看装修 房本满五年 随时看房 
大润发马鞍山旁 锦尚蓬莱中层望中馨花园 精装3房,锦尚蓬莱苑,新区,3室2厅 ,93.54, 东北 , 精装 ,18, 2011年 , 塔楼,2, 1个月以前发布,1980000.0,"21,168元/平",VR看装修 房本满五年 随时看房 
雅居乐毛坯房 更能提现您的装修艺术 楼龄新 户型方正,雅居乐君域公馆,市桥,3室2厅 ,125.94, 西南 , 毛坯 ,31, 2015年 , 塔楼,7, 1个月以前发布,2680000.0,"21,280元/平",近地铁 VR房源 房本满五年 随时看房 
带30平方露台 南北对流户型 精装修,云星钱隆天誉,太平镇,3室2厅 ,123.4, 南 西南 , 精装 ,25, 2017年 , 塔楼,1, 1个月以前发布,1300000.0,"10,535元/平",VR房源 房本满两年 随时看房 
满五唯一省个税 电梯高层  通风采光好 视野开阔,丽江花园德荫楼,南浦,1室1厅 ,41.0, 东北 , 简装 ,16, 1997年 , 塔楼,0, 1个月以前发布,1100000.0,"26,830元/平",近地铁 VR房源 房本满五年 随时看房 
房子新装修，通风采光好，动向大两房,番禺海伦堡花样年华一期,桥南,2室1厅 ,79.24, 南 东 , 精装 ,19, 2005年 , 塔楼,6, 1个月以前发布,1850000.0,"23,347元/平",VR看装修 房本满五年 随时看房 
近地铁，景观开阔，复式精装修，产权清晰,南沙大都汇,金洲,2室1厅 ,66.45, 西北 , 精装 ,22, 2015年 , 塔楼,0, 1个月以前发布,630000.0,"9,481元/平",房本满两年 随时看房 
证过五年唯一房产  面北对流大三房,景新国际名城,中新镇,3室2厅 ,108.29, 南 , 简装 ,17, 2014年 , 板塔结合,1, 1个月以前发布,1250000.0,"11,544元/平",VR看装修 房本满五年 随时看房 
时代天启大三房，南北对流向光线足,时代天启,荔城增江,3室2厅 ,119.21, 南 北 , 简装 ,33, 2018年 , 塔楼,0, 1个月以前发布,1330000.0,"11,157元/平",VR看装修 房本满两年 随时看房 
满五 税费少 精装修 拎包入住 业主诚心,金碧世纪花园,大沙地,2室1厅 ,71.62, 南 北 , 精装 ,17, 2004年 , 塔楼,3, 1个月以前发布,2980000.0,"41,609元/平",VR看装修 房本满五年 随时看房 
金泽豪庭 大三房楼层靓，安静望花园，业主诚心放卖,金泽豪庭一期,白江,3室2厅 ,125.43, 南 北 , 精装 ,26, 2007年 , 塔楼,2, 1个月以前发布,1780000.0,"14,192元/平",近地铁 VR房源 房本满五年 随时看房 
近地铁口 望小区花园位置安静 中间楼层随时可以看,亚运城媒体村(南区),亚运城,2室1厅 ,76.9, 南 北 , 精装 ,18, 2010年 , 塔楼,3,27,1700000.0,"22,107元/平",近地铁 VR看装修 房本满两年 随时看房 
合景誉山国际   中高楼层  视野开阔,合景誉山国际,永宁,3室2厅 ,102.25, 南 , 精装 ,28, 2015年 , 塔楼,4,27,1150000.0,"11,247元/平",VR看装修 房本满五年 随时看房 
地铁 旁 南北通透格局 全明屋格局好采光好 配套成熟,鸿运花园,客村,2室1厅 ,80.46, 南 北 , 简装 ,10, 1995年 , 塔楼,4,29,2860000.0,"35,546元/平",近地铁 VR看装修 房本满五年 随时看房 
房子满五唯一，里面楼栋，小区环境安静舒适，全新未住,景新国际名城,中新镇,2室1厅 ,70.91, 北 , 其他 ,25, 2017年 , 板塔结合,1,29,650000.0,"9,167元/平",VR房源 房本满五年 随时看房 
成熟小区，南北对流朝向，业主诚心卖,恒大山水城,中新镇,3室1厅 ,93.49, 南 北 , 精装 ,18, 2011年 , 板塔结合,1,31,1050000.0,"11,232元/平",VR房源 房本满五年 随时看房 
楼龄新 高层采光好 过五唯一有K看房方便,基立新村,前进路,2室1厅 ,40.21, 东南 , 简装 ,9, 1994年 , 塔楼,2,26,830000.0,"20,642元/平",近地铁 VR房源 房本满五年 随时看房 
滨江西君华天汇厅出阳台南向2房 地铁同福西,君华江畔豪园,滨江西,2室1厅 ,48.04, 北 东南 , 简装 ,18, 2012年 , 塔楼,6,27,2450000.0,"51,000元/平",近地铁 VR看装修 房本满五年 随时看房 
大型花园 稀有南向电梯2房 户型朝向都哇晒,聚德花苑,赤岗,2室1厅 ,60.5, 南 , 简装 ,9, 1997年 , 塔楼,4,23,2180000.0,"36,034元/平",VR看装修 房本满五年 随时看房 
满五唯一税费低，高楼层采光好，视野好望山望别墅,保利林语山庄,科学城,4室2厅 ,136.65, 北 , 精装 ,28, 2008年 , 塔楼,7, 2个月以前发布,4550000.0,"33,297元/平",近地铁 VR看装修 房本满五年 随时看房 
180度一线江景 全新未住 三代同堂,新世界凯粤湾,滘口,6室1厅 ,239.85, 东北 , 简装 ,20, 2012年 , 塔楼,16, 一年前发布,10500000.0,"43,778元/平",近地铁 VR房源 房本满五年 随时看房 
国家单位宿舍 大四房 南向双阳台 居住小区环境好,海洋研究所宿舍,新港西,4室2厅 ,143.29, 东南 , 简装 ,5, 1999年 , 塔楼,7, 9个月以前发布,4500000.0,"31,405元/平",近地铁 VR看装修 房本满五年 随时看房 
业主急出置换，满五唯一税少，正南北对流装修保养好！,亚运城天誉,亚运城,4室2厅 ,184.99, 南 , 精装 ,55, 2013年 , 塔楼,4, 一年前发布,4590000.0,"24,813元/平",VR看装修 房本满五年 随时看房 
时代东向三房，诚意出，户型方正,时代中国时代天韵,知识城,3室2厅 ,104.76, 北 东北 , 精装 ,21, 2018年 , 塔楼,9, 2个月以前发布,2380000.0,"22,719元/平",近地铁 VR看装修 房本满两年 随时看房 
元邦明月水岸 5室2厅 南,元邦明月水岸,西朗,5室2厅 ,179.68, 南 , 简装 ,30, 2015年 , 塔楼,13, 8个月以前发布,5390000.0,"29,998元/平",近地铁 VR看装修 房本满两年 随时看房 
全新未住 大平层 南北对流 高层180°望江 近地铁300米,雅居乐剑桥汇,雅居乐,5室2厅 ,347.17, 南 , 精装 ,22, 2010年 , 塔楼,2, 3个月以前发布,16000000.0,"46,087元/平",近地铁 VR房源 房本满五年 随时看房 
元邦航空家园 东南向 阳光充足 花园中间 安静舒适,元邦航空家园,马务,3室1厅 ,127.6, 南 , 简装 ,15, 2004年 , 塔楼,1, 6个月以前发布,2800000.0,"21,944元/平",VR房源 房本满五年 随时看房 
南向四房，南北对流，采光充足，交通便利，随时看房,华景新城芳满庭园,华景新城,4室2厅 ,127.14, 南 , 简装 ,32, 2005年 , 塔楼,4, 1个月以前发布,8880000.0,"69,845元/平",VR房源 房本满五年 随时看房 
